time,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),surface_pressure (hPa),rain (mm),cloudcover (%),windspeed_10m (km/h),winddirection_10m (°),soil_temperature_7_to_28cm (°C),soil_moisture_7_to_28cm (m³/m³)
1613628000,24.8,43,11.4,922.3,0,5,10.2,129,24.1,0.292
1613631600,26.2,39,11.2,921.1,0,3,8.8,125,24.3,0.292
1613635200,27.2,36,11,920.4,0,13,8.1,122,24.7,0.292
1613638800,27.7,35,10.9,919.4,0,17,7.9,120,25,0.292
1613642400,27.9,34,10.5,918.9,0,19,8.4,115,25.3,0.292
1613646000,27.6,34,10.4,918.4,0,11,9.9,109,25.6,0.292
1613649600,26.6,37,10.6,918.8,0,20,11,109,25.7,0.292
1613653200,25.1,41,10.9,919.3,0,34,9.7,117,25.8,0.292
1613656800,23.7,45,11.2,919.9,0,41,9.7,117,25.8,0.292
1613660400,22.5,50,11.5,920.3,0,61,9.7,117,25.7,0.292
1613664000,21.4,54,11.8,921.1,0,86,9.7,112,25.7,0.292
1613667600,20.6,58,12.1,921.2,0,82,11.8,110,25.5,0.292
1613671200,19.8,63,12.5,920.9,0,51,13.1,111,25.4,0.292
1613674800,19.3,67,13.1,920.9,0,26,13.9,111,25.2,0.292
1613678400,18.4,73,13.5,920,0,32,13,109,25.1,0.292
1613682000,17.7,78,13.8,919.6,0,29,11.5,104,24.9,0.292
1613685600,17.1,82,14,919.3,0,43,10,103,24.7,0.292
1613689200,16.8,85,14.3,919.4,0,82,10.8,90,24.5,0.292
1613692800,16.5,88,14.5,920,0,45,10.5,84,24.3,0.292
1613696400,16.6,89,14.7,920.9,0,53,10.2,80,24.1,0.292
1613700000,16.8,87,14.7,921.7,0,72,13.6,79,23.9,0.292
1613703600,18.4,77,14.3,922.4,0,82,13.2,79,23.8,0.292
1613707200,20.2,67,13.9,922.8,0,45,12.2,76,23.7,0.292
1613710800,22.4,55,13,923.2,0,38,9.4,72,23.8,0.292
1613714400,24.5,45,11.6,923,0,34,8.4,70,24,0.292
1613718000,25.5,40,11,922.1,0,30,7.6,71,24.2,0.291
1613721600,26.7,36,10.3,921,0,11,7.4,76,24.6,0.291
1613725200,27.2,33,9.8,920,0,21,7,78,24.9,0.291
1613728800,27.5,32,9.5,918.8,0,35,8.1,69,25.2,0.291
1613732400,27.1,32,9.2,918.2,0,22,8.2,75,25.5,0.291
1613736000,26.5,33,9,918.7,0,46,7.3,79,25.6,0.291
1613739600,24.9,37,9.3,919.5,0,48,5.8,112,25.7,0.291
1613743200,23.6,41,9.4,921,0,53,4.3,156,25.7,0.291
1613746800,23,45,10.3,921.5,0,49,3.3,77,25.6,0.291
1613750400,21,62,13.3,921.8,0.1,50,7.4,61,25.6,0.291
1613754000,19.5,75,15.1,921.6,0.2,37,8.8,55,25.4,0.291
1613757600,18.9,81,15.6,921,0.3,50,9,53,25.3,0.291
1613761200,17.8,88,15.8,920.9,0.1,99,8.5,62,25.1,0.291
1613764800,17.4,90,15.7,920,0,100,9.4,67,24.9,0.291
1613768400,17.4,91,15.9,919.5,0,100,9.4,67,24.7,0.291
1613772000,17.4,91,15.9,918.9,0,92,8.9,58,24.6,0.291
1613775600,17.4,91,15.9,919.3,0,86,9.2,59,24.4,0.291
1613779200,17.3,91,15.9,919.6,0,61,11.8,63,24.2,0.291
1613782800,17.3,91,15.9,920.2,0,52,10.5,63,24,0.291
1613786400,17.6,90,15.9,921,0,70,13.7,63,23.8,0.291
1613790000,18.7,83,15.7,921.5,0,57,17.5,71,23.7,0.291
1613793600,20.2,74,15.4,921.8,0,61,17.8,76,23.6,0.291
1613797200,21.5,68,15.3,921.8,0,83,15.5,77,23.6,0.291
1613800800,23.3,61,15.4,922.1,0,39,14.1,75,23.7,0.291
1613804400,24.8,54,14.8,920.7,0.2,58,12.5,78,23.9,0.291
1613808000,25.2,53,14.9,920.1,0.1,59,10.8,92,24.1,0.291
1613811600,24.9,54,15,919.6,0.2,55,10.1,107,24.3,0.291
1613815200,24.5,57,15.4,917.5,0.3,49,7.2,96,24.5,0.291
1613818800,23.2,63,15.8,917.7,0.4,46,8.3,90,24.7,0.291
1613822400,20.7,77,16.5,918.7,0.9,54,7.7,62,24.7,0.291
1613826000,19.1,88,17.1,919.7,0.6,100,9.1,56,24.7,0.291
1613829600,18.1,93,17,920.4,0.7,100,9,74,24.6,0.291
1613833200,17.7,94,16.8,920.9,0.7,100,8,82,24.5,0.291
1613836800,17.6,94,16.7,921.3,0.4,94,7.2,84,24.3,0.291
1613840400,17.6,95,16.8,921.6,0.3,100,5.9,101,24.2,0.291
1613844000,17.6,95,16.9,921.4,0.1,100,5.9,104,24,0.291
1613847600,17.1,95,16.4,921.3,0.4,68,6.2,97,23.9,0.291
1613851200,17.2,94,16.3,920.1,0.1,65,6.6,77,23.7,0.291
1613854800,17,95,16.3,920,0,66,6.8,65,23.5,0.291
1613858400,16.9,97,16.4,919.2,0,100,8.1,77,23.4,0.291
1613862000,17.1,97,16.6,919.4,0,84,8.6,75,23.2,0.291
1613865600,17.3,96,16.7,920,0,95,9.6,77,23.1,0.291
1613869200,17.6,94,16.6,920.6,0,100,10,77,22.9,0.291
1613872800,17.8,93,16.6,921.7,0,95,12.8,80,22.8,0.291
1613876400,18.7,86,16.4,922.3,0,100,11.9,85,22.7,0.291
1613880000,20.7,75,16,923,0,97,10.8,94,22.6,0.291
1613883600,22.4,69,16.4,923.3,0,94,12.8,106,22.7,0.291
1613887200,23.7,65,16.6,923.4,0,83,13.9,107,22.8,0.291
1613890800,23.1,67,16.8,922.6,0,69,13.1,99,23,0.291
1613894400,21.7,69,15.7,921.1,0.5,82,14.2,106,23.2,0.291
1613898000,21.2,71,15.8,920.7,0.4,62,13.7,108,23.3,0.291
1613901600,22.6,66,16,919.2,0,24,11.7,108,23.4,0.291
1613905200,23.1,65,16.1,919.1,0,17,12.2,109,23.5,0.291
1613908800,22.7,64,15.6,919.3,0,19,13.2,101,23.6,0.291
1613912400,21.4,70,15.7,920.2,0,28,11.2,94,23.6,0.291
1613916000,20.3,76,15.9,921,0,47,12.3,87,23.6,0.291
1613919600,19.7,80,16.2,921.7,0,41,11.9,88,23.5,0.291
1613923200,18.8,86,16.4,922,0,39,10.1,90,23.4,0.291
1613926800,18.1,91,16.6,922.2,0,32,7.6,95,23.3,0.291
1613930400,17.8,93,16.7,921.9,0,29,7,102,23.2,0.291
1613934000,18,93,16.8,921.6,0,41,7.8,103,23.1,0.291
1613937600,18,92,16.7,921,0,74,7.7,101,22.9,0.291
1613941200,17.9,92,16.7,920.5,0,86,6.9,99,22.8,0.291
1613944800,17.9,92,16.6,920.7,0,90,7,111,22.7,0.291
1613948400,17.8,93,16.6,920.7,0,98,6.5,109,22.6,0.291
1613952000,17.7,92,16.4,921,0,100,6.2,97,22.5,0.291
1613955600,17.5,93,16.3,921.8,0,100,6.5,93,22.4,0.291
1613959200,17.8,91,16.3,922.8,0,100,7.6,95,22.3,0.291
1613962800,18.5,86,16.1,923.3,0,66,11.3,97,22.2,0.291
1613966400,21,69,15.1,923.3,0,68,12.4,100,22.3,0.291
1613970000,23.4,60,15.3,923.6,0,61,12.9,103,22.4,0.291
1613973600,25.2,53,14.9,923.6,0,90,11.4,103,22.6,0.291
1613977200,25.4,54,15.3,922.5,0,86,10.5,98,22.9,0.291
1613980800,25.6,54,15.7,922,0,95,10.1,94,23.2,0.291
1613984400,25.8,54,15.8,921.1,0,94,10.1,94,23.4,0.291
1613988000,25.7,55,15.9,920.4,0,82,9.7,94,23.6,0.291
1613991600,24.3,60,16,920,0,49,10.1,84,23.8,0.291
1613995200,23.9,61,15.9,920.3,0.1,38,11.5,76,24,0.291
1613998800,22.4,68,16.3,920.8,0,42,10.2,72,24,0.291
1614002400,21.2,75,16.5,921.3,0,38,9.4,72,24,0.291
1614006000,20.5,79,16.8,921.8,0,39,7.9,74,23.9,0.291
1614009600,20,82,16.9,922.6,0,38,7.4,76,23.9,0.291
1614013200,19.6,85,16.9,922.4,0,37,7.2,84,23.8,0.291
1614016800,19,88,17,922,0,36,7.9,93,23.6,0.291
1614020400,19.2,86,16.7,921.7,0,23,8.4,100,23.5,0.291
1614024000,18.7,89,16.8,920.6,0,20,7.9,106,23.4,0.291
1614027600,18.2,92,16.9,920.1,0,18,7.2,108,23.3,0.291
1614031200,17.7,95,16.9,919,0,22,6.8,108,23.1,0.291
1614034800,17.1,97,16.6,919,0,28,5.9,101,23,0.291
1614038400,16.7,97,16.3,919.5,0,65,5.8,97,22.8,0.291
1614042000,16.2,98,15.9,920.1,0,69,6.1,93,22.6,0.291
1614045600,16.6,97,16.1,921.2,0,47,6.1,87,22.5,0.291
1614049200,20.5,68,14.3,922.3,0,7,6.1,90,22.4,0.291
1614052800,23,50,12,922.8,0,10,8,95,22.5,0.291
1614056400,25.3,39,10.4,923.4,0,9,10.1,96,22.7,0.291
1614060000,26.9,35,10,923.5,0,10,11.9,90,23,0.291
1614063600,27.5,36,10.9,922,0,7,11.9,87,23.3,0.29
1614067200,28.1,34,10.8,921,0,8,11.2,84,23.6,0.29
1614070800,28.4,33,10.7,920.1,0,14,10.8,86,24,0.29
1614074400,28.4,33,10.5,919.1,0,16,10.2,80,24.3,0.29
1614078000,28,33,10.3,918.7,0,14,10.4,76,24.5,0.29
1614081600,27.2,35,10.4,919,0,11,8.9,76,24.7,0.29
1614085200,25.2,41,11,919.5,0,11,7.3,81,24.8,0.29
1614088800,23.5,46,11.2,919.6,0,8,8.7,85,24.8,0.29
1614092400,22.4,51,11.7,920.2,0,5,10.1,92,24.8,0.29
1614096000,21.3,58,12.6,920.7,0,5,11.3,99,24.7,0.29
1614099600,20.5,64,13.4,921.1,0,5,11.8,102,24.6,0.29
1614103200,19.7,70,14.1,920.7,0,0,11.8,102,24.5,0.29
1614106800,19.1,76,14.7,920.4,0,2,11.6,97,24.3,0.29
1614110400,18.4,82,15.3,919.4,0,1,11.6,97,24.1,0.29
1614114000,17.7,88,15.7,918.7,0,1,10.9,98,24,0.29
1614117600,17.2,93,16,918.1,0,3,10.2,100,23.8,0.29
1614121200,16.8,95,16,918.1,0,16,8.9,104,23.6,0.29
1614124800,16.5,96,15.9,918.6,0,61,8.7,107,23.4,0.29
1614128400,16.4,97,15.8,919.5,0,70,8.7,107,23.2,0.29
1614132000,16.9,94,15.9,920.4,0,47,8.3,108,23,0.29
1614135600,19.6,74,14.7,921.3,0,1,7.4,104,23,0.29
1614139200,22.8,54,12.9,921.6,0,1,7.3,99,23,0.29
1614142800,25.4,42,11.5,922.2,0,1,9.1,83,23.2,0.29
1614146400,27.2,36,10.8,922.3,0,3,9.6,70,23.4,0.29
1614150000,28.2,33,10.2,921.5,0,3,9.1,72,23.8,0.29
1614153600,29,30,9.8,920.4,0,3,8.6,75,24.1,0.29
1614157200,29.3,29,9.5,919.5,0,7,8,82,24.5,0.289
1614160800,29.4,28,9.1,918.8,0,5,7.3,81,24.9,0.289
1614164400,29,28,8.8,918.2,0,7,7.2,84,25.1,0.289
1614168000,28.2,29,8.6,918.7,0,11,6.8,90,25.3,0.289
1614171600,26,35,9.2,919,0,13,8,95,25.4,0.289
1614175200,24,38,8.8,919.3,0,13,9.5,99,25.5,0.289
1614178800,23,39,8.3,919.9,0,10,11,101,25.4,0.289
1614182400,22.1,41,8.3,920.7,0,11,11.9,104,25.3,0.289
1614186000,20.9,45,8.6,920.9,0,8,11.4,108,25.2,0.289
1614189600,19.9,50,9.1,920.6,0,10,10.6,108,25.1,0.289
1614193200,19.6,51,9.3,920.2,0,4,9.4,108,24.9,0.289
1614196800,18.9,56,9.8,919.2,0,7,8.1,103,24.7,0.289
1614200400,18.3,60,10.3,918.1,0,3,6.9,99,24.5,0.289
1614204000,17.6,64,10.7,917.4,0,1,6.5,96,24.3,0.289
1614207600,16.9,69,11.2,917.2,0,2,6.5,90,24.1,0.289
1614211200,16.3,73,11.5,917.6,0,2,6.8,87,23.9,0.289
1614214800,15.9,78,12,918.3,0,2,7.6,90,23.6,0.289
1614218400,17,76,12.8,919.9,0,1,6.8,90,23.4,0.289
1614222000,21.8,51,11.3,921.1,0,1,4.7,113,23.3,0.289
1614225600,24.6,37,9.1,921.8,0,1,3.9,124,23.4,0.289
1614229200,26.7,32,8.4,922.9,0,0,2.1,59,23.6,0.289
1614232800,28.2,29,8.4,922.7,0,5,4.9,17,23.9,0.289
1614236400,29.4,28,9.2,921.6,0,8,7,12,24.3,0.289
1614240000,30.2,27,8.9,920.9,0,15,8,10,24.7,0.289
1614243600,30.6,26,8.7,919.7,0,4,8.4,7,25.1,0.289
1614247200,30.6,25,8.4,918.8,0,1,8.3,5,25.4,0.288
1614250800,30.1,25,8.1,918.5,0,7,8.4,7,25.7,0.288
1614254400,29.3,27,8.2,918.9,0,7,5.9,11,26,0.288
1614258000,27.4,32,9.3,918.8,0,11,8.5,12,26.1,0.288
1614261600,25.2,38,9.8,919,0,12,8.4,20,26.1,0.288
1614265200,23.6,42,9.9,919.3,0,7,8.1,32,26,0.288
1614268800,22.2,46,10,919.7,0,7,6.5,56,25.9,0.288
1614272400,21.1,50,10.2,919.7,0,1,7.7,79,25.8,0.288
1614276000,20,54,10.3,919.3,0,0,8.7,97,25.6,0.288
1614279600,19.7,54,10,918.9,0,0,8.2,105,25.4,0.288
1614283200,18.9,57,10.2,917.8,0,0,7.5,107,25.2,0.288
1614286800,18.1,61,10.5,917.1,0,0,7,102,25,0.288
1614290400,17.3,66,10.8,916.7,0,0,6.6,103,24.8,0.288
1614294000,16.6,71,11.3,916.6,0,0,7.9,106,24.5,0.288
1614297600,16.4,72,11.4,917.3,0,0,8.1,111,24.3,0.288
1614301200,16.3,75,11.8,918,0,0,8.5,118,24,0.288
1614304800,17.6,73,12.8,919.4,0,0,7.1,131,23.8,0.288
1614308400,22.6,52,12.2,920.6,0,0,5,159,23.7,0.288
1614312000,25.5,41,11.2,921.1,0,0,6.1,180,23.8,0.288
1614315600,27.4,35,10.6,921.8,0,0,2.9,173,24,0.288
1614319200,28.9,31,9.9,921.7,0,0,1.9,22,24.3,0.288
1614322800,30.2,27,9,920.4,0,0,7,12,24.7,0.288
1614326400,31,24,8.2,919.6,0,1,9.2,11,25.1,0.288
1614330000,31.4,23,7.6,918.6,0,1,9.4,7,25.5,0.288
1614333600,31.3,22,7.2,917.5,0,4,9.6,13,25.9,0.288
1614337200,30.8,22,6.8,917,0,4,9.5,11,26.2,0.288
1614340800,30,24,7.1,917.5,0,4,5.9,11,26.4,0.287
1614344400,27.9,29,8.3,917.5,0,10,9.9,10,26.5,0.287
1614348000,25.7,34,8.8,917.5,0,5,9,16,26.5,0.287
1614351600,24.1,39,9.2,917.8,0,4,8.7,30,26.5,0.287
1614355200,22.8,42,9.3,918.4,0,2,7.2,53,26.4,0.287
1614358800,21.4,46,9.3,918.5,0,2,7.7,79,26.2,0.287
1614362400,20.5,49,9.3,918.6,0,2,9.8,96,26,0.287
1614366000,20.4,52,10.3,918.6,0,2,8.9,104,25.8,0.287
1614369600,19.8,57,11,917.3,0,1,7.9,106,25.6,0.287
1614373200,19,61,11.4,916.7,0,1,7,102,25.4,0.287
1614376800,18.4,65,11.7,916,0,1,7.1,105,25.2,0.287
1614380400,17.7,70,12.1,915.7,0,1,6.4,106,25,0.288
1614384000,17.1,73,12.3,916.1,0,0,7.8,112,24.7,0.288
1614387600,17.1,75,12.7,916.7,0,1,8.6,123,24.5,0.288
1614391200,18.4,73,13.4,918.1,0,0,7.4,133,24.2,0.288
1614394800,23.4,52,13,918.9,0,0,6.2,159,24.2,0.288
1614398400,26.6,36,10.4,919.3,0,0,7.6,172,24.3,0.287
1614402000,28.6,29,9,920.5,0,0,6.4,164,24.5,0.287
1614405600,29.9,26,8.6,920.4,0,0,3.6,135,24.8,0.287
1614409200,30.8,24,8,919.5,0,0,3.9,56,25.2,0.287
1614412800,31.5,23,7.7,918.7,0,0,6.2,36,25.6,0.287
1614416400,31.8,22,7.2,917.8,0,9,6.8,25,26,0.287
1614420000,31.9,21,6.6,916.9,0,2,6.7,36,26.4,0.287
1614423600,31.5,20,6,916.9,0,1,7.2,37,26.7,0.287
1614427200,30.7,22,6.3,917.1,0,1,5.9,38,26.9,0.287
1614430800,28.7,27,7.7,917.3,0,3,8.7,38,27,0.287
1614434400,26.5,32,8.3,917.2,0,3,8.9,47,27,0.287
1614438000,24.9,35,8.6,917.7,0,2,7.4,61,27,0.287
1614441600,23.6,39,8.8,918.6,0,5,9.4,83,26.9,0.287
1614445200,22.6,44,9.8,919.1,0,3,11.3,97,26.8,0.287
1614448800,21.6,51,11.1,918.9,0,2,11,101,26.6,0.287
1614452400,20.8,54,11.1,918.4,0,1,10.2,100,26.4,0.287
1614456000,20.2,57,11.4,917.3,0,0,9.8,96,26.2,0.287
1614459600,19.6,60,11.5,916.6,0,0,9.8,96,26,0.287
1614463200,19.1,61,11.4,916.1,0,0,9.1,99,25.8,0.287
1614466800,18.7,61,11.1,915.7,0,0,8.8,102,25.5,0.287
1614470400,18.2,61,10.6,916.5,0,0,8.8,102,25.3,0.287
1614474000,17.7,62,10.4,917,0,0,8.5,102,25.1,0.287
1614477600,18.4,63,11.3,918.2,0,0,9.7,105,24.8,0.287
1614481200,23.2,42,9.4,919.1,0,0,9,119,24.7,0.287
1614484800,26.4,29,6.7,919.7,0,0,11,122,24.8,0.287
1614488400,28.7,23,5.4,920.5,0,0,13.2,116,24.9,0.286
1614492000,30.1,21,5.6,920.9,0,0,14.3,102,25.2,0.286
1614495600,31,19,5,919.6,0,0,13.7,88,25.5,0.286
1614499200,31.5,19,5,919,0,0,12.6,87,25.9,0.286
1614502800,31.6,19,5,917.9,0,0,11.5,88,26.3,0.286
1614506400,31.5,19,5,917.5,0,0,11.9,90,26.6,0.286
1614510000,31,19,4.9,917.3,0,0,11.2,94,26.9,0.286
1614513600,29.9,21,5.2,917.8,0,0,9.2,101,27.1,0.286
1614517200,27.3,26,6.1,918.2,0,0,8.7,107,27.2,0.286
1614520800,25.4,29,5.8,918.8,0,1,11.8,110,27.2,0.286
1614524400,24.1,32,6.2,919.5,0,0,15.3,114,27.1,0.286
1614528000,23,38,8.1,920.4,0,0,15.6,116,27,0.286
1614531600,21.7,47,9.8,920.4,0,0,13.5,115,26.8,0.286
1614535200,20.8,53,10.9,920.1,0,0,12,111,26.7,0.286
1614538800,20,56,10.9,919.8,0,0,10.6,108,26.5,0.286
1614542400,19.2,61,11.4,919.1,0,0,9,106,26.2,0.286
1614546000,18.5,64,11.5,918.2,0,0,7.9,106,26,0.286
1614549600,17.7,66,11.4,917.7,0,0,7.8,112,25.8,0.286
1614553200,17,68,11.1,917.7,0,0,7.3,110,25.5,0.286
1614556800,16.3,70,10.8,918.2,0,0,8.4,110,25.2,0.286
1614560400,15.9,72,10.9,918.7,0,0,8.9,104,24.9,0.286
1614564000,17.2,69,11.4,920.7,0,0,7.5,107,24.7,0.286
1614567600,22.8,38,7.9,921.7,0,0,6.1,130,24.6,0.286
1614571200,26.1,23,3.5,922.4,0,0,8.7,142,24.6,0.286
1614574800,28.2,19,2.6,923.6,0,0,10.8,127,24.8,0.286
1614578400,29.6,18,2.5,923.6,0,0,11,101,25.1,0.286
1614582000,30.6,16,2.1,922.7,0,0,11.7,79,25.4,0.285
1614585600,31.2,15,1.8,921.9,0,0,12.2,71,25.8,0.285
1614589200,31.5,15,1.6,921.1,0,0,11.8,70,26.2,0.285
1614592800,31.4,15,1.4,920.4,0,0,11.3,73,26.5,0.285
1614596400,30.9,15,1.2,920.1,0,0,10.8,75,26.8,0.285
1614600000,29.8,16,1.7,920.5,0,0,8,85,27,0.285
1614603600,27.2,21,3,920.7,0,0,8.8,102,27.1,0.285
1614607200,24.8,24,2.9,921.1,0,0,9.4,108,27.1,0.285
1614610800,23.6,26,2.8,921.4,0,0,12.3,111,27,0.285
1614614400,22.7,31,4.7,922.4,0,0,14,116,26.9,0.285
1614618000,21.6,40,7.3,922.6,0,0,11.8,117,26.7,0.285
1614621600,20.5,48,9,922.1,0,0,8.7,120,26.5,0.285
1614625200,20,47,8.2,921.8,0,1,7.7,118,26.3,0.285
1614628800,19.1,52,9.1,920.6,0,1,7.1,114,26.1,0.285
1614632400,18.2,58,9.8,919.6,0,1,7.9,114,25.9,0.285
1614636000,17.4,63,10.4,919.2,0,4,7.3,123,25.6,0.285
1614639600,16.9,67,10.8,918.9,0,2,8.2,128,25.3,0.285
1614643200,16.9,68,10.9,919.5,0,1,8.2,139,25.1,0.285
1614646800,16.9,70,11.3,920.2,0,2,7.9,141,24.8,0.285
1614650400,18.3,66,11.8,921.4,0,3,5.9,142,24.5,0.285
1614654000,22.7,47,10.9,922.5,0,0,5.4,172,24.5,0.285
1614657600,25.6,34,8.5,922.5,0,0,7.2,162,24.5,0.285
1614661200,27.9,27,7,923.1,0,0,8.7,135,24.7,0.285
1614664800,29.6,23,6.2,923.3,0,0,11,101,25,0.285
1614668400,30.7,21,5.7,922.4,0,10,16.2,69,25.4,0.285
1614672000,31.2,19,5.2,921.7,0,32,17.9,65,25.7,0.285
1614675600,31.3,19,4.7,920.9,0,37,17.4,66,26.1,0.285
1614679200,31,19,4.3,920,0,19,16.2,78,26.4,0.285
1614682800,30.4,19,4,919.9,0,25,14.9,82,26.6,0.285
1614686400,29.4,20,4.4,920.1,0,12,12.6,92,26.8,0.284
1614690000,27.3,24,5.1,920.9,0,4,10.3,102,26.9,0.284
1614693600,25.6,28,5.6,921.2,0,1,12.4,107,26.9,0.284
1614697200,24.2,31,6,921.2,0,1,13.4,110,26.8,0.284
1614700800,22.8,35,6.6,921.8,0,1,13.2,112,26.7,0.284
1614704400,21.7,40,7.4,921.5,0,0,12,111,26.6,0.284
1614708000,20.6,45,8.2,920.9,0,0,10.6,108,26.4,0.284
1614711600,20,46,8,920.3,0,0,10.1,107,26.2,0.284
1614715200,19.3,50,8.7,919.4,0,0,9.7,105,26,0.284
1614718800,18.6,54,9.2,918.4,0,0,9.3,106,25.8,0.285
1614722400,18,58,9.5,918.1,0,0,8.8,109,25.5,0.285
1614726000,17.4,61,9.7,917.7,0,0,7.8,103,25.3,0.285
1614729600,16.9,63,9.8,918.2,0,0,7.6,98,25,0.285
1614733200,16.3,66,10,918.6,0,0,7.6,95,24.8,0.285
1614736800,17.1,71,11.7,920.2,0,0,9.1,97,24.5,0.285
1614740400,22.7,39,8.2,920.9,0,0,7.5,107,24.4,0.285
1614744000,26.2,26,5.3,921.5,0,0,9.8,107,24.5,0.284
1614747600,28.5,21,4,922.3,0,0,14,91,24.7,0.284
1614751200,30,18,3.2,922.4,0,0,18.8,78,25,0.284
1614754800,30.6,19,4,921.4,0,0,19.8,80,25.3,0.284
1614758400,31,18,4.2,920.9,0,0,19.6,84,25.7,0.284
1614762000,31.1,18,4,920,0,0,19.4,89,26,0.284
1614765600,30.8,18,3.8,919.4,0,0,19.1,93,26.4,0.284
1614769200,30.1,18,3.5,918.9,0,0,18.8,94,26.6,0.284
1614772800,28.9,20,3.6,919.6,0,0,16.4,99,26.8,0.284
1614776400,26.6,23,4,920.3,0,0,12.6,103,26.9,0.284
1614780000,24.7,27,4.3,920.6,0,0,14.1,105,26.9,0.284
1614783600,23.4,30,4.9,920.7,0,0,15.4,106,26.8,0.284
1614787200,22.3,34,5.8,921.1,0,0,15.6,109,26.7,0.284
1614790800,21.2,40,6.9,920.9,0,0,14.5,109,26.6,0.284
1614794400,20.2,45,8,920.6,0,0,12.5,108,26.4,0.284
1614798000,19.3,51,8.8,920,0,0,11.3,107,26.2,0.284
1614801600,18.5,55,9.4,919.4,0,0,10,105,26,0.284
1614805200,17.8,59,9.6,918.7,0,0,9.1,99,25.7,0.284
1614808800,17.1,62,9.7,918.4,0,0,8.4,97,25.5,0.284
1614812400,16.4,65,9.7,917.6,0,0,7.6,90,25.2,0.284
1614816000,15.7,66,9.5,918.5,0,0,7.2,87,24.9,0.284
1614819600,15.2,68,9.3,918.7,0,0,7.6,85,24.7,0.284
1614823200,16.2,67,10.1,919.9,0,0,10.1,86,24.4,0.284
1614826800,21.8,36,6.1,920.9,0,0,8.7,97,24.3,0.284
1614830400,24.8,24,3.1,921.3,0,0,12.8,101,24.3,0.284
1614834000,26.8,19,1.1,922.2,0,0,17.4,97,24.5,0.284
1614837600,28.1,17,0.3,922.5,0,0,18.8,95,24.7,0.284
1614841200,28.9,16,0.6,921.5,0,0,18.8,94,25,0.284
1614844800,29.6,15,0.5,920.9,0,0,18.8,94,25.4,0.284
1614848400,29.9,15,0.4,920,0,0,18.1,96,25.7,0.284
1614852000,29.7,15,0.6,919.3,0,0,16.3,95,26.1,0.283
1614855600,29.1,16,0.8,919,0,0,15.5,95,26.3,0.283
1614859200,28,18,1.4,919.6,0,0,14.1,94,26.5,0.283
1614862800,25.6,22,2.6,919.9,0,0,9.7,92,26.6,0.283
1614866400,23.6,27,3.7,920.3,0,0,11.5,94,26.6,0.283
1614870000,22.3,33,5.3,920.7,0,0,13,96,26.5,0.283
1614873600,21.1,40,6.9,921.1,0,0,13.5,99,26.4,0.283
1614877200,20.1,46,8.2,921.3,0,0,13.2,101,26.2,0.283
1614880800,19.1,53,9.3,921.3,0,0,12.4,100,26,0.283
1614884400,18.4,58,10.1,920.7,0,0,10.9,99,25.8,0.283
1614888000,17.5,65,10.8,920,0,0,9.8,96,25.6,0.283
1614891600,16.6,71,11.4,919,0,0,8.3,95,25.3,0.283
1614895200,15.8,77,11.8,918.5,0,0,7.6,95,25.1,0.283
1614898800,14.9,83,12.1,918.6,0,0,7.2,90,24.8,0.283
1614902400,14.1,88,12.2,919.2,0,0,7.2,87,24.5,0.283
1614906000,13.4,90,11.8,919.7,0,0,6.9,84,24.2,0.283
1614909600,14.6,85,12.1,921.1,0,0,8.3,88,23.9,0.283
1614913200,20.3,49,9.2,922.5,0,0,7.2,108,23.8,0.283
1614916800,23.7,32,5.9,922.7,0,2,9,119,23.9,0.283
1614920400,26.2,24,3.7,923.4,0,0,9.3,118,24,0.283
1614924000,28,19,2.2,923.4,0,0,8.4,110,24.3,0.283
1614927600,29.2,17,1.9,922.1,0,0,7.6,98,24.7,0.283
1614931200,30.2,16,1.7,921.4,0,0,7.2,90,25.1,0.283
1614934800,30.7,16,1.8,920.7,0,0,7.6,90,25.5,0.283
1614938400,30.8,16,2,920,0,0,6.8,90,25.9,0.283
1614942000,30.5,16,2.2,919.7,0,0,6.8,93,26.3,0.283
1614945600,29.5,18,2.8,919.9,0,0,6.6,103,26.5,0.283
1614949200,27,23,4.3,920.3,0,0,7.8,112,26.6,0.283
1614952800,24.7,29,5.3,920.7,0,0,10.5,112,26.6,0.283
1614956400,23.2,35,6.9,921.3,0,0,10.6,114,26.6,0.283
1614960000,22,43,8.8,921.9,0,0,12.1,117,26.5,0.283
1614963600,21,52,10.7,921.9,0,0,11.6,120,26.3,0.283
1614967200,20,60,12.1,921.8,0,0,11,122,26.2,0.283
1614970800,19.4,64,12.4,921.1,0,0,10,120,26,0.283
1614974400,18.6,71,13.2,920.8,0,0,8.4,115,25.8,0.283
1614978000,17.7,77,13.7,920.1,0,0,6.5,109,25.5,0.283
1614981600,16.8,84,14.1,919.4,0,0,6.5,96,25.3,0.283
1614985200,16.1,89,14.2,919,0,0,6.8,90,25.1,0.283
1614988800,16.2,87,14.1,919.6,0,0,6.5,93,24.8,0.283
1614992400,17.1,84,14.3,920.6,0,0,6.4,106,24.5,0.283
1614996000,18,81,14.6,922,0,0,4.6,108,24.3,0.283
1614999600,22.2,59,13.7,922.8,0,0,2.9,173,24.2,0.283
1615003200,25.3,43,11.7,923,0,0,1.5,194,24.3,0.283
1615006800,27.8,31,8.9,923.9,0,0,3.4,32,24.6,0.283
